year;state;month;number
2019;Sergipe;Fevereiro;13
2020;Sergipe;Fevereiro;9
2021;Sergipe;Fevereiro;31
2022;Sergipe;Fevereiro;12
2012;Sergipe;Março;87
2013;Sergipe;Março;59
2014;Sergipe;Março;26
2015;Sergipe;Março;45
2016;Sergipe;Março;25
2017;Sergipe;Março;17
2018;Sergipe;Março;22
2019;Sergipe;Março;12
2020;Sergipe;Março;5
2021;Sergipe;Março;56
2022;Sergipe;Março;27
2012;Sergipe;Abril;40
2013;Sergipe;Abril;14
2014;Sergipe;Abril;7
2015;Sergipe;Abril;24
2016;Sergipe;Abril;13
2017;Sergipe;Abril;8
2018;Sergipe;Abril;13
2019;Sergipe;Abril;2
2020;Sergipe;Abril;6
2021;Sergipe;Abril;8
2022;Sergipe;Abril;2
2012;Sergipe;Maio;16
2013;Sergipe;Maio;2
2014;Sergipe;Maio;1
2015;Sergipe;Maio;9
2016;Sergipe;Maio;9
2017;Sergipe;Maio;1
2018;Sergipe;Maio;1
2019;Sergipe;Maio;4
2020;Sergipe;Maio;5
2021;Sergipe;Maio;1
2022;Sergipe;Maio;14
2012;Sergipe;Junho;3
2013;Sergipe;Junho;1
2014;Sergipe;Junho;0
2015;Sergipe;Junho;3
2016;Sergipe;Junho;0
2017;Sergipe;Junho;0
2018;Sergipe;Junho;2
2019;Sergipe;Junho;0
2020;Sergipe;Junho;0
2021;Sergipe;Junho;2
2022;Sergipe;Junho;2
2012;Sergipe;Julho;1
2013;Sergipe;Julho;0
2014;Sergipe;Julho;0
2015;Sergipe;Julho;0
2016;Sergipe;Julho;0
2017;Sergipe;Julho;0
2018;Sergipe;Julho;2
2019;Sergipe;Julho;0
2020;Sergipe;Julho;0
2021;Sergipe;Julho;0
2022;Sergipe;Julho;0
2012;Sergipe;Agosto;0
2013;Sergipe;Agosto;0
2014;Sergipe;Agosto;0
2015;Sergipe;Agosto;0
2016;Sergipe;Agosto;2
2017;Sergipe;Agosto;0
2018;Sergipe;Agosto;5
2019;Sergipe;Agosto;0
2020;Sergipe;Agosto;1
2021;Sergipe;Agosto;0
2022;Sergipe;Agosto;1
2012;Sergipe;Setembro;0
2013;Sergipe;Setembro;1
2014;Sergipe;Setembro;1
2015;Sergipe;Setembro;1
2016;Sergipe;Setembro;2
2017;Sergipe;Setembro;0
2018;Sergipe;Setembro;2
2019;Sergipe;Setembro;0
2020;Sergipe;Setembro;0
2021;Sergipe;Setembro;0
2022;Sergipe;Setembro;4
2012;Sergipe;Outubro;0
2013;Sergipe;Outubro;3
2014;Sergipe;Outubro;3
2015;Sergipe;Outubro;4
2016;Sergipe;Outubro;7
2017;Sergipe;Outubro;0
2018;Sergipe;Outubro;16
2019;Sergipe;Outubro;1
2020;Sergipe;Outubro;4
2021;Sergipe;Outubro;5
2022;Sergipe;Outubro;6
2012;Sergipe;Novembro;6
2013;Sergipe;Novembro;6
2014;Sergipe;Novembro;8
2015;Sergipe;Novembro;41
2016;Sergipe;Novembro;18
2017;Sergipe;Novembro;1
2018;Sergipe;Novembro;16
2019;Sergipe;Novembro;2
2020;Sergipe;Novembro;3
2021;Sergipe;Novembro;7
2022;Sergipe;Novembro;1
2012;Sergipe;Dezembro;22
2013;Sergipe;Dezembro;9
2014;Sergipe;Dezembro;9
2015;Sergipe;Dezembro;44
2016;Sergipe;Dezembro;36
2017;Sergipe;Dezembro;8
2018;Sergipe;Dezembro;29
2019;Sergipe;Dezembro;16
2020;Sergipe;Dezembro;15
2021;Sergipe;Dezembro;10
2022;Sergipe;Dezembro;11
2012;Tocantins;Janeiro;14
2013;Tocantins;Janeiro;59
2014;Tocantins;Janeiro;90
2015;Tocantins;Janeiro;196
2016;Tocantins;Janeiro;30
2017;Tocantins;Janeiro;57
2018;Tocantins;Janeiro;97
2019;Tocantins;Janeiro;84
2020;Tocantins;Janeiro;75
2021;Tocantins;Janeiro;76
2022;Tocantins;Janeiro;57
2012;Tocantins;Fevereiro;51
2013;Tocantins;Fevereiro;37
2014;Tocantins;Fevereiro;55
2015;Tocantins;Fevereiro;48
2016;Tocantins;Fevereiro;318
2017;Tocantins;Fevereiro;24
2018;Tocantins;Fevereiro;16
2019;Tocantins;Fevereiro;78
2020;Tocantins;Fevereiro;77
2021;Tocantins;Fevereiro;56
2022;Tocantins;Fevereiro;62
2012;Tocantins;Março;83
2013;Tocantins;Março;63
2014;Tocantins;Março;41
2015;Tocantins;Março;66
2016;Tocantins;Março;132
2017;Tocantins;Março;79
2018;Tocantins;Março;64
2019;Tocantins;Março;82
2020;Tocantins;Março;111
2021;Tocantins;Março;65
2022;Tocantins;Março;49
2012;Tocantins;Abril;243
2013;Tocantins;Abril;162
2014;Tocantins;Abril;172
2015;Tocantins;Abril;65
2016;Tocantins;Abril;340
2017;Tocantins;Abril;161
2018;Tocantins;Abril;127
2019;Tocantins;Abril;209
2020;Tocantins;Abril;221
2021;Tocantins;Abril;85
2022;Tocantins;Abril;134
2012;Tocantins;Maio;487
2013;Tocantins;Maio;411
2014;Tocantins;Maio;585
2015;Tocantins;Maio;487
2016;Tocantins;Maio;725
2017;Tocantins;Maio;626
2018;Tocantins;Maio;599
2019;Tocantins;Maio;690
2020;Tocantins;Maio;446
2021;Tocantins;Maio;851
2022;Tocantins;Maio;1.103
2012;Tocantins;Junho;940
2013;Tocantins;Junho;895
2014;Tocantins;Junho;1.343
2015;Tocantins;Junho;1.118
2016;Tocantins;Junho;1100
2017;Tocantins;Junho;906
2018;Tocantins;Junho;914
2019;Tocantins;Junho;1.406
2020;Tocantins;Junho;1.188
2021;Tocantins;Junho;1.149
2022;Tocantins;Junho;1370
2012;Tocantins;Julho;1.655
2013;Tocantins;Julho;1.398
2014;Tocantins;Julho;1.364
2015;Tocantins;Julho;1.198
2016;Tocantins;Julho;2.607
2017;Tocantins;Julho;1.823
2018;Tocantins;Julho;1.321
2019;Tocantins;Julho;1.598
2020;Tocantins;Julho;1.361
2021;Tocantins;Julho;1.794
2022;Tocantins;Julho;1710
2012;Tocantins;Agosto;4.269
2013;Tocantins;Agosto;1.805
2014;Tocantins;Agosto;2790
2015;Tocantins;Agosto;2.451
2016;Tocantins;Agosto;3.213
2017;Tocantins;Agosto;2540
2018;Tocantins;Agosto;1.361
2019;Tocantins;Agosto;2.916
2020;Tocantins;Agosto;1.714
2021;Tocantins;Agosto;2.757
2022;Tocantins;Agosto;2.298
2012;Tocantins;Setembro;7.015
2013;Tocantins;Setembro;2.512
2014;Tocantins;Setembro;3.339
2015;Tocantins;Setembro;4470
2016;Tocantins;Setembro;3.073
2017;Tocantins;Setembro;6.625
2018;Tocantins;Setembro;1.796
2019;Tocantins;Setembro;4.505
2020;Tocantins;Setembro;3.977
2021;Tocantins;Setembro;1.785
2022;Tocantins;Setembro;2.753
2012;Tocantins;Outubro;3.874
2013;Tocantins;Outubro;2.194
2014;Tocantins;Outubro;3.673
2015;Tocantins;Outubro;4.518
2016;Tocantins;Outubro;2.255
2017;Tocantins;Outubro;2.255
2018;Tocantins;Outubro;1.371
2019;Tocantins;Outubro;1.462
2020;Tocantins;Outubro;2.192
2021;Tocantins;Outubro;1.213
2022;Tocantins;Outubro;2.327
2012;Tocantins;Novembro;243
2013;Tocantins;Novembro;320
2014;Tocantins;Novembro;423
2015;Tocantins;Novembro;770
2016;Tocantins;Novembro;586
2017;Tocantins;Novembro;496
2018;Tocantins;Novembro;201
2019;Tocantins;Novembro;376
2020;Tocantins;Novembro;520
2021;Tocantins;Novembro;131
2022;Tocantins;Novembro;185
2012;Tocantins;Dezembro;170
2013;Tocantins;Dezembro;79
2014;Tocantins;Dezembro;200
2015;Tocantins;Dezembro;318
2016;Tocantins;Dezembro;115
2017;Tocantins;Dezembro;81
2018;Tocantins;Dezembro;166
2019;Tocantins;Dezembro;219
2020;Tocantins;Dezembro;211
2021;Tocantins;Dezembro;45
2022;Tocantins;Dezembro;97
2023;Acre;Janeiro;8
2023;Acre;Fevereiro;1
2023;Acre;Março;0
2023;Acre;Abril;0
2023;Acre;Maio;8
2023;Acre;Junho;31
2023;Acre;Julho;212
2023;Acre;Agosto;1388
2023;Acre;Setembro;3075
2023;Acre;Outubro;1675
2023;Acre;Novembro;160
2023;Acre;Dezembro;4
2023;Alagoas;Janeiro;22
2023;Alagoas;Fevereiro;15
2023;Alagoas;Março;26
2023;Alagoas;Abril;29
2023;Alagoas;Maio;4
2023;Alagoas;Junho;1
2023;Alagoas;Julho;6
2023;Alagoas;Agosto;8
2023;Alagoas;Setembro;10
2023;Alagoas;Outubro;30
2023;Alagoas;Novembro;38
2023;Alagoas;Dezembro;38
2023;Amapa;Janeiro;8
2023;Amapa;Fevereiro;0
2023;Amapa;Março;1
2023;Amapa;Abril;1
2023;Amapa;Maio;5
2023;Amapa;Junho;0
2023;Amapa;Julho;15
2023;Amapa;Agosto;69
2023;Amapa;Setembro;434
2023;Amapa;Outubro;1063
2023;Amapa;Novembro;891
2023;Amapa;Dezembro;65
2023;Amazonas;Janeiro;68
2023;Amazonas;Fevereiro;31
2023;Amazonas;Março;28
2023;Amazonas;Abril;20
2023;Amazonas;Maio;30
2023;Amazonas;Junho;213
2023;Amazonas;Julho;1947
2023;Amazonas;Agosto;5474
2023;Amazonas;Setembro;6991
2023;Amazonas;Outubro;3858
2023;Amazonas;Novembro;799
2023;Amazonas;Dezembro;145
2023;Bahia;Janeiro;167
2023;Bahia;Fevereiro;222
2023;Bahia;Março;206
2023;Bahia;Abril;269
2023;Bahia;Maio;465
2023;Bahia;Junho;433
2023;Bahia;Julho;701
2023;Bahia;Agosto;694
2023;Bahia;Setembro;3298
2023;Bahia;Outubro;3279
2023;Bahia;Novembro;1296
2023;Bahia;Dezembro;888
2023;Ceará;Janeiro;208
2023;Ceará;Fevereiro;36
2023;Ceará;Março;18
2023;Ceará;Abril;8
2023;Ceará;Maio;10
2023;Ceará;Junho;15
2023;Ceará;Julho;73
2023;Ceará;Agosto;179
2023;Ceará;Setembro;636
2023;Ceará;Outubro;1969
2023;Ceará;Novembro;1830
2023;Ceará;Dezembro;1826
2023;Distrito Federal;Janeiro;1
2023;Distrito Federal;Fevereiro;2
2023;Distrito Federal;Março;0
2023;Distrito Federal;Abril;2
2023;Distrito Federal;Maio;10
2023;Distrito Federal;Junho;11
2023;Distrito Federal;Julho;21
2023;Distrito Federal;Agosto;21
2023;Distrito Federal;Setembro;18
2023;Distrito Federal;Outubro;0
2023;Distrito Federal;Novembro;3
2023;Distrito Federal;Dezembro;0
2023;Espirito Santo;Janeiro;4
2023;Espirito Santo;Fevereiro;15
2023;Espirito Santo;Março;22
2023;Espirito Santo;Abril;4
2023;Espirito Santo;Maio;12
2023;Espirito Santo;Junho;30
2023;Espirito Santo;Julho;62
2023;Espirito Santo;Agosto;30
2023;Espirito Santo;Setembro;54
2023;Espirito Santo;Outubro;59
2023;Espirito Santo;Novembro;183
2023;Espirito Santo;Dezembro;71
2023;Goias;Janeiro;12
2023;Goias;Fevereiro;88
2023;Goias;Março;104
2023;Goias;Abril;134
2023;Goias;Maio;292
2023;Goias;Junho;343
2023;Goias;Julho;366
2023;Goias;Agosto;488
2023;Goias;Setembro;651
2023;Goias;Outubro;369
2023;Goias;Novembro;181
2023;Goias;Dezembro;132
2023;Maranhão;Janeiro;298
2023;Maranhão;Fevereiro;135
2023;Maranhão;Março;106
2023;Maranhão;Abril;155
2023;Maranhão;Maio;478
2023;Maranhão;Junho;1338
2023;Maranhão;Julho;2405
2023;Maranhão;Agosto;2431
2023;Maranhão;Setembro;4719
2023;Maranhão;Outubro;4283
2023;Maranhão;Novembro;2893
2023;Maranhão;Dezembro;1872
2023;Mato Grosso;Janeiro;240
2023;Mato Grosso;Fevereiro;515
2023;Mato Grosso;Março;576
2023;Mato Grosso;Abril;644
2023;Mato Grosso;Maio;1666
2023;Mato Grosso;Junho;2447
2023;Mato Grosso;Julho;1453
2023;Mato Grosso;Agosto;2626
2023;Mato Grosso;Setembro;4219
2023;Mato Grosso;Outubro;2454
2023;Mato Grosso;Novembro;3705
2023;Mato Grosso;Dezembro;1178
2023;Mato Grosso do Sul;Janeiro;103
2023;Mato Grosso do Sul;Fevereiro;71
2023;Mato Grosso do Sul;Março;118
2023;Mato Grosso do Sul;Abril;64
2023;Mato Grosso do Sul;Maio;205
2023;Mato Grosso do Sul;Junho;270
2023;Mato Grosso do Sul;Julho;307
2023;Mato Grosso do Sul;Agosto;239
2023;Mato Grosso do Sul;Setembro;339
2023;Mato Grosso do Sul;Outubro;495
2023;Mato Grosso do Sul;Novembro;1815
2023;Mato Grosso do Sul;Dezembro;503
2023;Minas Gerais;Janeiro;55
2023;Minas Gerais;Fevereiro;162
2023;Minas Gerais;Março;186
2023;Minas Gerais;Abril;133
2023;Minas Gerais;Maio;274
2023;Minas Gerais;Junho;384
2023;Minas Gerais;Julho;550
2023;Minas Gerais;Agosto;1029
2023;Minas Gerais;Setembro;1795
2023;Minas Gerais;Outubro;919
2023;Minas Gerais;Novembro;642
2023;Minas Gerais;Dezembro;373
2023;Pará;Janeiro;330
2023;Pará;Fevereiro;94
2023;Pará;Março;94
2023;Pará;Abril;58
2023;Pará;Maio;224
2023;Pará;Junho;682
2023;Pará;Julho;2027
2023;Pará;Agosto;6725
2023;Pará;Setembro;9507
2023;Pará;Outubro;11378
2023;Pará;Novembro;8188
2023;Pará;Dezembro;2412
2023;Paraiba;Janeiro;70
2023;Paraiba;Fevereiro;24
2023;Paraiba;Março;7
2023;Paraiba;Abril;13
2023;Paraiba;Maio;3
2023;Paraiba;Junho;5
2023;Paraiba;Julho;17
2023;Paraiba;Agosto;31
2023;Paraiba;Setembro;107
2023;Paraiba;Outubro;224
2023;Paraiba;Novembro;281
2023;Paraiba;Dezembro;169
2023;Paraná;Janeiro;51
2023;Paraná;Fevereiro;25
2023;Paraná;Março;75
2023;Paraná;Abril;56
2023;Paraná;Maio;186
2023;Paraná;Junho;185
2023;Paraná;Julho;121
2023;Paraná;Agosto;389
2023;Paraná;Setembro;166
2023;Paraná;Outubro;34
2023;Paraná;Novembro;72
2023;Paraná;Dezembro;79
2023;Pernambuco;Janeiro;109
2023;Pernambuco;Fevereiro;36
2023;Pernambuco;Março;31
2023;Pernambuco;Abril;27
2023;Pernambuco;Maio;14
2023;Pernambuco;Junho;6
2023;Pernambuco;Julho;35
2023;Pernambuco;Agosto;53
2023;Pernambuco;Setembro;339
2023;Pernambuco;Outubro;586
2023;Pernambuco;Novembro;380
2023;Pernambuco;Dezembro;218
2023;Piaui;Janeiro;96
2023;Piaui;Fevereiro;52
2023;Piaui;Março;63
2023;Piaui;Abril;80
2023;Piaui;Maio;111
2023;Piaui;Junho;432
2023;Piaui;Julho;974
2023;Piaui;Agosto;1497
2023;Piaui;Setembro;3941
2023;Piaui;Outubro;3982
2023;Piaui;Novembro;1156
2023;Piaui;Dezembro;573
2023;Rio de Janeiro;Janeiro;6
2023;Rio de Janeiro;Fevereiro;10
2023;Rio de Janeiro;Março;10
2023;Rio de Janeiro;Abril;3
2023;Rio de Janeiro;Maio;16
2023;Rio de Janeiro;Junho;34
2023;Rio de Janeiro;Julho;97
2023;Rio de Janeiro;Agosto;95
2023;Rio de Janeiro;Setembro;106
2023;Rio de Janeiro;Outubro;7
2023;Rio de Janeiro;Novembro;23
2023;Rio de Janeiro;Dezembro;7
2023;Rio Grande do Norte;Janeiro;39
2023;Rio Grande do Norte;Fevereiro;19
2023;Rio Grande do Norte;Março;1
2023;Rio Grande do Norte;Abril;1
2023;Rio Grande do Norte;Maio;3
2023;Rio Grande do Norte;Junho;6
2023;Rio Grande do Norte;Julho;10
2023;Rio Grande do Norte;Agosto;19
2023;Rio Grande do Norte;Setembro;65
2023;Rio Grande do Norte;Outubro;180
2023;Rio Grande do Norte;Novembro;149
2023;Rio Grande do Norte;Dezembro;87
2023;Rio Grande do Sul;Janeiro;64
2023;Rio Grande do Sul;Fevereiro;94
2023;Rio Grande do Sul;Março;107
2023;Rio Grande do Sul;Abril;137
2023;Rio Grande do Sul;Maio;127
2023;Rio Grande do Sul;Junho;80
2023;Rio Grande do Sul;Julho;221
2023;Rio Grande do Sul;Agosto;812
2023;Rio Grande do Sul;Setembro;34
2023;Rio Grande do Sul;Outubro;61
2023;Rio Grande do Sul;Novembro;57
2023;Rio Grande do Sul;Dezembro;31
2023;Rondonia;Janeiro;42
2023;Rondonia;Fevereiro;28
2023;Rondonia;Março;38
2023;Rondonia;Abril;30
2023;Rondonia;Maio;50
2023;Rondonia;Junho;88
2023;Rondonia;Julho;460
2023;Rondonia;Agosto;1715
2023;Rondonia;Setembro;2651
2023;Rondonia;Outubro;1140
2023;Rondonia;Novembro;996
2023;Rondonia;Dezembro;179
2023;Roraima;Janeiro;324
2023;Roraima;Fevereiro;168
2023;Roraima;Março;505
2023;Roraima;Abril;212
2023;Roraima;Maio;49
2023;Roraima;Junho;3
2023;Roraima;Julho;12
2023;Roraima;Agosto;78
2023;Roraima;Setembro;194
2023;Roraima;Outubro;409
2023;Roraima;Novembro;468
2023;Roraima;Dezembro;237
2023;Santa Catarina;Janeiro;35
2023;Santa Catarina;Fevereiro;35
2023;Santa Catarina;Março;58
2023;Santa Catarina;Abril;59
2023;Santa Catarina;Maio;200
2023;Santa Catarina;Junho;149
2023;Santa Catarina;Julho;114
2023;Santa Catarina;Agosto;473
2023;Santa Catarina;Setembro;89
2023;Santa Catarina;Outubro;21
2023;Santa Catarina;Novembro;61
2023;Santa Catarina;Dezembro;47
2023;São Paulo;Janeiro;62
2023;São Paulo;Fevereiro;36
2023;São Paulo;Março;109
2023;São Paulo;Abril;22
2023;São Paulo;Maio;145
2023;São Paulo;Junho;134
2023;São Paulo;Julho;253
2023;São Paulo;Agosto;352
2023;São Paulo;Setembro;375
2023;São Paulo;Outubro;58
2023;São Paulo;Novembro;54
2023;São Paulo;Dezembro;66
2023;Sergipe;Janeiro;13
2023;Sergipe;Fevereiro;17
2023;Sergipe;Março;19
2023;Sergipe;Abril;19
2023;Sergipe;Maio;2
2023;Sergipe;Junho;0
2023;Sergipe;Julho;1
2023;Sergipe;Agosto;0
2023;Sergipe;Setembro;4
2023;Sergipe;Outubro;19
2023;Sergipe;Novembro;25
2023;Sergipe;Dezembro;32
2023;Tocantins;Janeiro;59
2023;Tocantins;Fevereiro;104
2023;Tocantins;Março;77
2023;Tocantins;Abril;179
2023;Tocantins;Maio;697
2023;Tocantins;Junho;1277
2023;Tocantins;Julho;1525
2023;Tocantins;Agosto;1141
2023;Tocantins;Setembro;2681
2023;Tocantins;Outubro;1140
2023;Tocantins;Novembro;478
2023;Tocantins;Dezembro;283
